word_index	level	word	pinyin	pinyin_numbered	pinyin_cc-cedict	part_of_speech
8914	7-9	伤脑筋	shāngnǎojīn	shang1 nao3 jin1	shang1 nao3 jin1	
8915	7-9	伤残	shāngcán	shang1 can2	shang1 can2	动
8916	7-9	商贩	shāngfàn	shang1 fan4	shang1 fan4	名
8917	7-9	伤感	shānggǎn	shang1 gan3	shang1 gan3	形
8918	7-9	商贾	shānggǔ	shang1 gu3	shang1 gu3	名
8919	7-9	伤痕	shānghén	shang1 hen2	shang1 hen2	名
8920	7-9	商机	shāngjī	shang1 ji1	shang1 ji1	名
8921	7-9	伤势	shāngshì	shang1 shi4	shang1 shi4	名
8922	7-9	商讨	shāngtǎo	shang1 tao3	shang1 tao3	动
8923	7-9	商议	shāngyì	shang1 yi4	shang1 yi4	动
8924	7-9	商用	shāngyòng	shang1 yong4	shang1 yong4	形
8925	7-9	赏识	shǎngshí	shang3 shi2	shang3 shi2	动
8926	7-9	尚	shàng	shang4	shang4	副、连
8927	7-9	上半场	shàngbànchǎng	shang4 ban4 chang3	shang4 ban4 chang3	名
8928	7-9	上报	shàngbào	shang4 bao4	shang4 bao4	动
8929	7-9	上层	shàngcéng	shang4 ceng2	shang4 ceng2	名
8930	7-9	上场	shàngchǎng	shang4 chang3	shang4 chang3	动
8931	7-9	上岗	shànggǎng	shang4 gang3	shang4 gang3	动
8932	7-9	上火	shànghuǒ	shang4 huo3	shang4 huo3	动
8933	7-9	上空	shàngkōng	shang4 kong1	shang4 kong1	名
8934	7-9	尚且	shàngqiě	shang4 qie3	shang4 qie3	连
8935	7-9	上任	shàngrèn	shangr4 en4	shang4 r5 en4	动、名
8936	7-9	上司	shàngsi	shang4 si5	shang4 si5	名
8937	7-9	上诉	shàngsù	shang4 su4	shang4 su4	动
8938	7-9	上调	shàngtiáo	shang4 tiao2	shang4 tiao2	动
8939	7-9	尚未	shàngwèi	shang4 wei4	shang4 wei4	副
8940	7-9	上限	shàngxiàn	shang4 xian4	shang4 xian4	名
8941	7-9	上行	shàngxíng	shang4 xing2	shang4 xing2	动
8942	7-9	上演	shàngyǎn	shang4 yan3	shang4 yan3	动
8943	7-9	上瘾	shàngyǐn	shang4 yin3	shang4 yin3	动
8944	7-9	上映	shàngyìng	shang4 ying4	shang4 ying4	动
8945	7-9	上游	shàngyóu	shang4 you2	shang4 you2	名
8946	7-9	捎	shāo	shao1	shao1	动
8947	7-9	稍后	shāohòu	shao1 hou4	shao1 hou4	副
8948	7-9	烧毁	shāohuǐ	shao1 hui3	shao1 hui3	动
8949	7-9	稍稍	shāoshāo	shao1 shao1	shao1 shao1	副
8950	7-9	少不了	shǎobuliǎo	shao3 bu5 liao3	shao3 bu4 liao3	动
8951	7-9	哨	shào	shao4	shao4	名
8952	7-9	少女	shàonǚ	shao4 nü3	shao4 nü3	名
8953	7-9	奢侈	shēchǐ	she1 chi3	she1 chi3	形
8954	7-9	奢望	shēwàng	she1 wang4	she1 wang4	动、名
8955	7-9	折	shé	she2	she2	动
8956	7-9	设	shè	she4	she4	动
8957	7-9	设定	shèdìng	she4 ding4	she4 ding4	动
8958	7-9	设法	shèfǎ	she4 fa3	she4 fa3	动
8959	7-9	社会主义	shèhuìzhǔyì	she4 hui4 zhu3 yi4	she4 hui4 zhu3 yi4	
8960	7-9	社交	shèjiāo	she4 jiao1	she4 jiao1	名
8961	7-9	涉猎	shèliè	she4 lie4	she4 lie4	动
8962	7-9	社团	shètuán	she4 tuan2	she4 tuan2	名
8963	7-9	涉嫌	shèxián	she4 xian2	she4 xian2	动
8964	7-9	深奥	shēn’ào	shen1 ao4	shen1 ao4	形
8965	7-9	申办	shēnbàn	shen1 ban4	shen1 ban4	动
8966	7-9	申报	shēnbào	shen1 bao4	shen1 bao4	动
8967	7-9	身不由己	shēnbùyóujǐ	shen1 bu4 you2 ji3	shen1 bu4 you2 ji3	
8968	7-9	深沉	shēnchén	shen1 chen2	shen1 chen2	形
8969	7-9	深化	shēnhuà	shen1 hua4	shen1 hua4	动
8970	7-9	身价	shēnjià	shen1 jia4	shen1 jia4	名
8971	7-9	申领	shēnlǐng	shen1 ling3	shen1 ling3	动
8972	7-9	深切	shēnqiè	shen1 qie4	shen1 qie4	形
8973	7-9	深情	shēnqíng	shen1 qing2	shen1 qing2	名、形
8974	7-9	深情厚谊	shēnqíng-hòuyì	shen1 qing2 hou4 yi4	shen1 qing2 hou4 yi4	
8975	7-9	身躯	shēnqū	shen1 qu1	shen1 qu1	名
8976	7-9	深入人心	shēnrù-rénxīn	shen1 ru4 ren2 xin1	shen1 ru4 ren2 xin1	
8977	7-9	绅士	shēnshì	shen1 shi4	shen1 shi4	名、形
8978	7-9	伸手	shēnshǒu	shen1 shou3	shen1 shou3	动
8979	7-9	深思	shēnsī	shen1 si1	shen1 si1	动
8980	7-9	申诉	shēnsù	shen1 su4	shen1 su4	动
8981	7-9	深邃	shēnsuì	shen1 sui4	shen1 sui4	形
8982	7-9	伸缩	shēnsuō	shen1 suo1	shen1 suo1	动
8983	7-9	呻吟	shēnyín	shen1 yin2	shen1 yin2	动
8984	7-9	身影	shēnyǐng	shen1 ying3	shen1 ying3	名
8985	7-9	深造	shēnzào	shen1 zao4	shen1 zao4	动
8986	7-9	伸张	shēnzhāng	shen1 zhang1	shen1 zhang1	动
8987	7-9	身子	shēnzi	shen1 zi5	shen1 zi5	名
8988	7-9	神气	shénqì	shen2 qi4	shen2 qi4	名、形
8989	7-9	神情	shénqíng	shen2 qing2	shen2 qing2	名
8990	7-9	神圣	shénshèng	shen2 sheng4	shen2 sheng4	形
8991	7-9	神态	shéntài	shen2 tai4	shen2 tai4	名
8992	7-9	神仙	shénxiān	shen2 xian1	shen2 xian1	名
8993	7-9	审	shěn	shen3	shen3	动
8994	7-9	审查	shěnchá	shen3 cha2	shen3 cha2	动
8995	7-9	审定	shěndìng	shen3 ding4	shen3 ding4	动
8996	7-9	审核	shěnhé	shen3 he2	shen3 he2	动
8997	7-9	审计	shěnjì	shen3 ji4	shen3 ji4	动
8998	7-9	审理	shěnlǐ	shen3 li3	shen3 li3	动
8999	7-9	审判	shěnpàn	shen3 pan4	shen3 pan4	动
9000	7-9	审批	shěnpī	shen3 pi1	shen3 pi1	动
9001	7-9	审视	shěnshì	shen3 shi4	shen3 shi4	动
9002	7-9	肾	shèn	shen4	shen4	名
9003	7-9	渗	shèn	shen4	shen4	动
9004	7-9	渗透	shèntòu	shen4 tou4	shen4 tou4	动
9005	7-9	慎重	shènzhòng	shen4 zhong4	shen4 zhong4	形
9006	7-9	生产线	shēngchǎnxiàn	sheng1 chan3 xian4	sheng1 chan3 xian4	名
9007	7-9	声称	shēngchēng	sheng1 cheng1	sheng1 cheng1	动
9008	7-9	牲畜	shēngchù	sheng1 chu4	sheng1 chu4	名
9009	7-9	升华	shēnghuá	sheng1 hua2	sheng1 hua2	动
9010	7-9	生机	shēngjī	sheng1 ji1	sheng1 ji1	名
9011	7-9	生理	shēnglǐ	sheng1 li3	sheng1 li3	名
9012	7-9	声明	shēngmíng	sheng1 ming2	sheng1 ming2	动、名
9013	7-9	生命线	shēngmìngxiàn	sheng1 ming4 xian4	sheng1 ming4 xian4	名
9014	7-9	生怕	shēngpà	sheng1 pa4	sheng1 pa4	动
9015	7-9	生平	shēngpíng	sheng1 ping2	sheng1 ping2	名
9016	7-9	生前	shēngqián	sheng1 qian2	sheng1 qian2	名
9017	7-9	声势	shēngshì	sheng1 shi4	sheng1 shi4	名
9018	7-9	生疏	shēngshū	sheng1 shu1	sheng1 shu1	形
9019	7-9	生死	shēngsǐ	sheng1 si3	sheng1 si3	名、形
9020	7-9	声望	shēngwàng	sheng1 wang4	sheng1 wang4	名
9021	7-9	生效	shēngxiào	sheng1 xiao4	sheng1 xiao4	动
9022	7-9	生涯	shēngyá	sheng1 ya2	sheng1 ya2	名
9023	7-9	生硬	shēngyìng	sheng1 ying4	sheng1 ying4	形
9024	7-9	生育	shēngyù	sheng1 yu4	sheng1 yu4	动
9025	7-9	声誉	shēngyù	sheng1 yu4	sheng1 yu4	名
9026	7-9	升值	shēngzhí	sheng1 zhi2	sheng1 zhi2	动
9027	7-9	绳子	shéngzi	sheng2 zi5	sheng2 zi5	名
9028	7-9	省略	shěnglüè	sheng3 lüe4	sheng3 lüe4	动
9029	7-9	省事	shěngshì	sheng3 shi4	sheng3 shi4	动
9030	7-9	盛产	shèngchǎn	sheng4 chan3	sheng4 chan3	动
9031	7-9	胜出	shèngchū	sheng4 chu1	sheng4 chu1	动
9032	7-9	盛大	shèngdà	sheng4 da4	sheng4 da4	形
9033	7-9	胜负	shèngfù	sheng4 fu4	sheng4 fu4	名
9034	7-9	盛会	shènghuì	sheng4 hui4	sheng4 hui4	名
9035	7-9	盛开	shèngkāi	sheng4 kai1	sheng4 kai1	动
9036	7-9	盛气凌人	shèngqì-língrén	sheng4 qi4 lingr2 en2	sheng4 qi4 ling2 r5 en2	
9037	7-9	盛情	shèngqíng	sheng4 qing2	sheng4 qing2	名
9038	7-9	胜任	shèngrèn	shengr4 en4	sheng4 r5 en4	动
9039	7-9	盛夏	shèngxià	sheng4 xia4	sheng4 xia4	名
9040	7-9	圣贤	shèngxián	sheng4 xian2	sheng4 xian2	名
9041	7-9	盛行	shèngxíng	sheng4 xing2	sheng4 xing2	动
9042	7-9	盛宴	shèngyàn	sheng4 yan4	sheng4 yan4	名
9043	7-9	失传	shīchuán	shi1 chuan2	shi1 chuan2	动
9044	7-9	湿地	shīdì	shi1 di4	shi1 di4	名
9045	7-9	师范	shīfàn	shi1 fan4	shi1 fan4	名
9046	7-9	施工	shīgōng	shi1 gong1	shi1 gong1	动
9047	7-9	施加	shījiā	shi1 jia1	shi1 jia1	动
9048	7-9	失控	shīkòng	shi1 kong4	shi1 kong4	动
9049	7-9	失利	shīlì	shi1 li4	shi1 li4	动
9050	7-9	失礼	shīlǐ	shi1 li3	shi1 li3	动
9051	7-9	失灵	shīlíng	shi1 ling2	shi1 ling2	动
9052	7-9	失落	shīluò	shi1 luo4	shi1 luo4	动、形
9053	7-9	失明	shīmíng	shi1 ming2	shi1 ming2	动
9054	7-9	湿润	shīrùn	shi1 run4	shi1 run4	形
9055	7-9	失事	shīshì	shi1 shi4	shi1 shi4	动
9056	7-9	失态	shītài	shi1 tai4	shi1 tai4	动
9057	7-9	尸体	shītǐ	shi1 ti3	shi1 ti3	名
9058	7-9	失效	shīxiào	shi1 xiao4	shi1 xiao4	动
9059	7-9	施行	shīxíng	shi1 xing2	shi1 xing2	动
9060	7-9	施压	shīyā	shi1 ya1	shi1 ya1	动
9061	7-9	施展	shīzhǎn	shi1 zhan3	shi1 zhan3	动
9062	7-9	师长	shīzhǎng	shi1 zhang3	shi1 zhang3	名
9063	7-9	师资	shīzī	shi1 zi1	shi1 zi1	名
9064	7-9	失踪	shīzōng	shi1 zong1	shi1 zong1	动
9065	7-9	时隔	shígé	shi2 ge2	shi2 ge2	
9066	7-9	时而	shí’ér	shi2 er2	shi2 er2	副
9067	7-9	实地	shídì	shi2 di4	shi2 di4	名、副
9068	7-9	时段	shíduàn	shi2 duan4	shi2 duan4	名
9069	7-9	时好时坏	shíhǎo-shíhuài	shi2 hao3 shi2 huai4	shi2 hao3 shi2 huai4	
9070	7-9	实话实说	shíhuà-shíshuō	shi2 hua4 shi2 shuo1	shi2 hua4 shi2 shuo1	
9071	7-9	时节	shíjié	shi2 jie2	shi2 jie2	名
9072	7-9	时空	shíkōng	shi2 kong1	shi2 kong1	名
9073	7-9	实况	shíkuàng	shi2 kuang4	shi2 kuang4	名
9074	7-9	时髦	shímáo	shi2 mao2	shi2 mao2	形
9075	7-9	时时	shíshí	shi2 shi2	shi2 shi2	副
9076	7-9	时事	shíshì	shi2 shi4	shi2 shi4	名
9077	7-9	实事求是	shíshì-qiúshì	shi2 shi4 qiu2 shi4	shi2 shi4 qiu2 shi4	
9078	7-9	食宿	shísù	shi2 su4	shi2 su4	名
9079	7-9	实体	shítǐ	shi2 ti3	shi2 ti3	名
9080	7-9	实物	shíwù	shi2 wu4	shi2 wu4	名
9081	7-9	时装	shízhuāng	shi2 zhuang1	shi2 zhuang1	名
9082	7-9	屎	shǐ	shi3	shi3	名
9083	7-9	使唤	shǐhuan	shi3 huan5	shi3 huan5	动
9084	7-9	使命	shǐmìng	shi3 ming4	shi3 ming4	名
9085	7-9	史无前例	shǐwúqiánlì	shi3 wu2 qian2 li4	shi3 wu2 qian2 li4	
9086	7-9	使者	shǐzhě	shi3 zhe3	shi3 zhe3	名
9087	7-9	势必	shìbì	shi4 bi4	shi4 bi4	副
9088	7-9	势不可当	shìbùkědāng	shi4 bu4 ke3 dang1	shi4 bu4 ke3 dang1	
9089	7-9	视察	shìchá	shi4 cha2	shi4 cha2	动
9090	7-9	市场经济	shìchǎngjīngjì	shi4 chang3 jing1 ji4	shi4 chang3 jing1 ji4	
9091	7-9	世代	shìdài	shi4 dai4	shi4 dai4	名
9092	7-9	试点	shìdiǎn	shi4 dian3	shi4 dian3	动、名
9093	7-9	是非	shìfēi	shi4 fei1	shi4 fei1	名
9094	7-9	世故	shìgù	shi4 gu4	shi4 gu4	名
9095	7-9	嗜好	shìhào	shi4 hao4	shi4 hao4	名
9096	7-9	侍候	shìhòu	shi4 hou4	shi4 hou4	动
9097	7-9	事迹	shìjì	shi4 ji4	shi4 ji4	名
9098	7-9	世间	shìjiān	shi4 jian1	shi4 jian1	名
9099	7-9	视角	shìjiǎo	shi4 jiao3	shi4 jiao3	名
9100	7-9	适量	shìliàng	shi4 liang4	shi4 liang4	形
9101	7-9	士气	shìqì	shi4 qi4	shi4 qi4	名
9102	7-9	世人	shìrén	shir4 en2	shi4 r5 en2	名
9103	7-9	适时	shìshí	shi4 shi2	shi4 shi2	形
9104	7-9	逝世	shìshì	shi4 shi4	shi4 shi4	动
9105	7-9	事态	shìtài	shi4 tai4	shi4 tai4	名
9106	7-9	试探	shìtan	shi4 tan5	shi4 tan5	动
9107	7-9	势头	shìtou	shi4 tou5	shi4 tou5	名
9108	7-9	示威	shìwēi	shi4 wei1	shi4 wei1	动
9109	7-9	事务所	shìwùsuǒ	shi4 wu4 suo3	shi4 wu4 suo3	名
9110	7-9	视线	shìxiàn	shi4 xian4	shi4 xian4	名
9111	7-9	试行	shìxíng	shi4 xing2	shi4 xing2	动
9112	7-9	视野	shìyě	shi4 ye3	shi4 ye3	名
9113	7-9	事宜	shìyí	shi4 yi2	shi4 yi2	名
9114	7-9	示意	shìyì	shi4 yi4	shi4 yi4	动
9115	7-9	市值	shìzhí	shi4 zhi2	shi4 zhi2	名
9116	7-9	柿子	shìzi	shi4 zi5	shi4 zi5	名
9117	7-9	收复	shōufù	shou1 fu4	shou1 fu4	动
9118	7-9	收割	shōugē	shou1 ge1	shou1 ge1	动
9119	7-9	收据	shōujù	shou1 ju4	shou1 ju4	名
9120	7-9	收敛	shōuliǎn	shou1 lian3	shou1 lian3	动
9121	7-9	收留	shōuliú	shou1 liu2	shou1 liu2	动
9122	7-9	收买	shōumǎi	shou1 mai3	shou1 mai3	动
9123	7-9	收视率	shōushìlǜ	shou1 shi4 lü4	shou1 shi4 lü4	名
9124	7-9	收缩	shōusuō	shou1 suo1	shou1 suo1	动
9125	7-9	收养	shōuyǎng	shou1 yang3	shou1 yang3	动
9126	7-9	收音机	shōuyīnjī	shou1 yin1 ji1	shou1 yin1 ji1	名
9127	7-9	收支	shōuzhī	shou1 zhi1	shou1 zhi1	名
9128	7-9	手册	shǒucè	shou3 ce4	shou3 ce4	名
9129	7-9	首创	shǒuchuàng	shou3 chuang4	shou3 chuang4	动
9130	7-9	手动	shǒudòng	shou3 dong4	shou3 dong4	形
9131	7-9	首付	shǒufù	shou3 fu4	shou3 fu4	名
9132	7-9	首府	shǒufǔ	shou3 fu3	shou3 fu3	名
9133	7-9	守候	shǒuhòu	shou3 hou4	shou3 hou4	动
9134	7-9	守护	shǒuhù	shou3 hu4	shou3 hu4	动
9135	7-9	手脚	shǒujiǎo	shou3 jiao3	shou3 jiao3	名
9136	7-9	首脑	shǒunǎo	shou3 nao3	shou3 nao3	名
9137	7-9	手帕	shǒupà	shou3 pa4	shou3 pa4	名
9138	7-9	首批	shǒupī	shou3 pi1	shou3 pi1	数量
9139	7-9	手枪	shǒuqiāng	shou3 qiang1	shou3 qiang1	名
9140	7-9	首饰	shǒushì	shou3 shi4	shou3 shi4	名
9141	7-9	手头	shǒutóu	shou3 tou2	shou3 tou2	名
9142	7-9	手腕	shǒuwàn	shou3 wan4	shou3 wan4	名
9143	7-9	首席	shǒuxí	shou3 xi2	shou3 xi2	名、形
9144	7-9	守信	shǒuxìn	shou3 xin4	shou3 xin4	动
9145	7-9	手艺	shǒuyì	shou3 yi4	shou3 yi4	名
9146	7-9	手掌	shǒuzhǎng	shou3 zhang3	shou3 zhang3	名
9147	7-9	守株待兔	shǒuzhū-dàitù	shou3 zhu1 dai4 tu4	shou3 zhu1 dai4 tu4	
9148	7-9	受宠若惊	shòuchǒng-ruòjīng	shou4 chong3 ruo4 jing1	shou4 chong3 ruo4 jing1	
9149	7-9	受挫	shòucuò	shou4 cuo4	shou4 cuo4	动
9150	7-9	受害	shòuhài	shou4 hai4	shou4 hai4	动
9151	7-9	受害人	shòuhàirén	shou4 hair4 en2	shou4 hai4 r5 en2	名
9152	7-9	受贿	shòuhuì	shou4 hui4	shou4 hui4	动
9153	7-9	受惊	shòujīng	shou4 jing1	shou4 jing1	动
9154	7-9	受苦	shòukǔ	shou4 ku3	shou4 ku3	动
9155	7-9	受理	shòulǐ	shou4 li3	shou4 li3	动
9156	7-9	受骗	shòupiàn	shou4 pian4	shou4 pian4	动
9157	7-9	授权	shòuquán	shou4 quan2	shou4 quan2	动
9158	7-9	受益	shòuyì	shou4 yi4	shou4 yi4	动
9159	7-9	受益匪浅	shòuyì-fěiqiǎn	shou4 yi4 fei3 qian3	shou4 yi4 fei3 qian3	
9160	7-9	授予	shòuyǔ	shou4 yu3	shou4 yu3	动
9161	7-9	受罪	shòuzuì	shou4 zui4	shou4 zui4	动
9162	7-9	梳	shū	shu1	shu1	动
9163	7-9	舒畅	shūchàng	shu1 chang4	shu1 chang4	形
9164	7-9	疏导	shūdǎo	shu1 dao3	shu1 dao3	动
9165	7-9	疏忽	shūhu	shu1 hu5	shu1 hu5	动
9166	7-9	书记	shūjì	shu1 ji4	shu1 ji4	名
9167	7-9	梳理	shūlǐ	shu1 li3	shu1 li3	动
9168	7-9	枢纽	shūniǔ	shu1 niu3	shu1 niu3	名
9169	7-9	抒情	shūqíng	shu1 qing2	shu1 qing2	动
9170	7-9	疏散	shūsàn	shu1 san4	shu1 san4	形、动
9171	7-9	疏通	shūtōng	shu1 tong1	shu1 tong1	动
9172	7-9	输血	shūxuè	shu1 xue4	shu1 xue4	动
9173	7-9	输液	shūyè	shu1 ye4	shu1 ye4	动
9174	7-9	疏远	shūyuǎn	shu1 yuan3	shu1 yuan3	形、动
9175	7-9	舒展	shūzhǎn	shu1 zhan3	shu1 zhan3	动、形
9176	7-9	梳子	shūzi	shu1 zi5	shu1 zi5	名
9177	7-9	赎	shú	shu2	shu2	动
9178	7-9	曙光	shǔguāng	shu3 guang1	shu3 guang1	名
9179	7-9	属相	shǔxiàng	shu3 xiang4	shu3 xiang4	名
9180	7-9	属性	shǔxìng	shu3 xing4	shu3 xing4	名
9181	7-9	数一数二	shǔyī-shǔ’èr	shu3 yi1 shu3 er4	shu3 yi1 shu3 er4	
9182	7-9	数额	shù’é	shu4 e2	shu4 e2	名
9183	7-9	束缚	shùfù	shu4 fu4	shu4 fu4	动
9184	7-9	树干	shùgàn	shu4 gan4	shu4 gan4	名
9185	7-9	数据库	shùjùkù	shu4 ju4 ku4	shu4 ju4 ku4	名
9186	7-9	竖立	shùlì	shu4 li4	shu4 li4	动
9187	7-9	数码	shùmǎ	shu4 ma3	shu4 ma3	形
9188	7-9	树梢	shùshāo	shu4 shao1	shu4 shao1	名
9189	7-9	束手无策	shùshǒu-wúcè	shu4 shou3 wu2 ce4	shu4 shou3 wu2 ce4	
9190	7-9	树荫	shùyīn	shu4 yin1	shu4 yin1	名
9191	7-9	刷新	shuāxīn	shua1 xin1	shua1 xin1	动
9192	7-9	耍	shuǎ	shua3	shua3	动
9193	7-9	耍赖	shuǎlài	shua3 lai4	shua3 lai4	动
9194	7-9	衰减	shuāijiǎn	shuai1 jian3	shuai1 jian3	动
9195	7-9	摔跤	shuāijiāo	shuai1 jiao1	shuai1 jiao1	动
9196	7-9	衰竭	shuāijié	shuai1 jie2	shuai1 jie2	动
9197	7-9	衰落	shuāiluò	shuai1 luo4	shuai1 luo4	动
9198	7-9	衰弱	shuāiruò	shuai1 ruo4	shuai1 ruo4	形
9199	7-9	衰退	shuāituì	shuai1 tui4	shuai1 tui4	动
9200	7-9	甩	shuǎi	shuai3	shuai3	动
9201	7-9	率	shuài	shuai4	shuai4	动
9202	7-9	拴	shuān	shuan1	shuan1	动
9203	7-9	涮	shuàn	shuan4	shuan4	动
9204	7-9	霜	shuāng	shuang1	shuang1	名
9205	7-9	双胞胎	shuāngbāotāi	shuang1 bao1 tai1	shuang1 bao1 tai1	名
9206	7-9	双边	shuāngbiān	shuang1 bian1	shuang1 bian1	形
9207	7-9	双重	shuāngchóng	shuang1 chong2	shuang1 chong2	形
9208	7-9	双向	shuāngxiàng	shuang1 xiang4	shuang1 xiang4	形
9209	7-9	双赢	shuāngyíng	shuang1 ying2	shuang1 ying2	动
9210	7-9	爽	shuǎng	shuang3	shuang3	形
9211	7-9	爽快	shuǎngkuai	shuang3 kuai5	shuang3 kuai5	形
9212	7-9	水产	shuǐchǎn	shui3 chan3	shui3 chan3	名
9213	7-9	水滴石穿	shuǐdī-shíchuān	shui3 di1 shi2 chuan1	shui3 di1 shi2 chuan1	
9214	7-9	水晶	shuǐjīng	shui3 jing1	shui3 jing1	名
9215	7-9	水利	shuǐlì	shui3 li4	shui3 li4	名
9216	7-9	水龙头	shuǐlóngtóu	shui3 long2 tou2	shui3 long2 tou2	名
9217	7-9	水落石出	shuǐluò-shíchū	shui3 luo4 shi2 chu1	shui3 luo4 shi2 chu1	
9218	7-9	水汽	shuǐqì	shui3 qi4	shui3 qi4	名
9219	7-9	水土	shuǐtǔ	shui3 tu3	shui3 tu3	名
9220	7-9	水域	shuǐyù	shui3 yu4	shui3 yu4	名
9221	7-9	水源	shuǐyuán	shui3 yuan2	shui3 yuan2	名
9222	7-9	水涨船高	shuǐzhǎng-chuángāo	shui3 zhang3 chuang2 ao1	shui3 zhang3 chuang2 ao1	
9223	7-9	水准	shuǐzhǔn	shui3 zhun3	shui3 zhun3	名
9224	7-9	睡袋	shuìdài	shui4 dai4	shui4 dai4	名
9225	7-9	税收	shuìshōu	shui4 shou1	shui4 shou1	名
9226	7-9	税务	shuìwù	shui4 wu4	shui4 wu4	名
9227	7-9	顺差	shùnchā	shun4 cha1	shun4 cha1	名
9228	7-9	顺畅	shùnchàng	shun4 chang4	shun4 chang4	形
9229	7-9	顺从	shùncóng	shun4 cong2	shun4 cong2	动
9230	7-9	顺理成章	shùnlǐ-chéngzhāng	shun4 li3 cheng2 zhang1	shun4 li3 cheng2 zhang1	
9231	7-9	顺路	shùnlù	shun4 lu4	shun4 lu4	副、形
9232	7-9	顺其自然	shùnqízìrán	shun4 qi2 zir4 an2	shun4 qi2 zi4 r5 an2	
9233	7-9	顺势	shùnshì	shun4 shi4	shun4 shi4	副
9234	7-9	顺手	shùnshǒu	shun4 shou3	shun4 shou3	形、副
9235	7-9	顺心	shùnxīn	shun4 xin1	shun4 xin1	形
9236	7-9	顺延	shùnyán	shun4 yan2	shun4 yan2	动
9237	7-9	顺应	shùnyìng	shun4 ying4	shun4 ying4	动
9238	7-9	说不上	shuōbushàng	shuo1 bu5 shang4	shuo1 bu4 shang4	动
9239	7-9	说谎	shuōhuǎng	shuo1 huang3	shuo1 huang3	动
9240	7-9	说情	shuōqíng	shuo1 qing2	shuo1 qing2	动
9241	7-9	硕果	shuòguǒ	shuo4 guo3	shuo4 guo3	名
9242	7-9	丝	sī	si1	si1	名
9243	7-9	撕	sī	si1	si1	动
9244	7-9	丝绸	sīchóu	si1 chou2	si1 chou2	名
9245	7-9	司法	sīfǎ	si1 fa3	si1 fa3	动
9246	7-9	丝毫	sīháo	si1 hao2	si1 hao2	形
9247	7-9	私家车	sījiāchē	si1 jia1 che1	si1 jia1 che1	名
9248	7-9	司空见惯	sīkōng-jiànguàn	si1 kong1 jian4 guan4	si1 kong1 jian4 guan4	
9249	7-9	私立	sīlì	si1 li4	si1 li4	动、形
9250	7-9	司令	sīlìng	si1 ling4	si1 ling4	名
9251	7-9	思前想后	sīqián-xiǎnghòu	si1 qian2 xiang3 hou4	si1 qian2 xiang3 hou4	
9252	7-9	私事	sīshì	si1 shi4	si1 shi4	名
9253	7-9	思索	sīsuǒ	si1 suo3	si1 suo3	动
9254	7-9	私下	sīxià	si1 xia4	si1 xia4	名
9255	7-9	思绪	sīxù	si1 xu4	si1 xu4	名
9256	7-9	私营	sīyíng	si1 ying2	si1 ying2	形
9257	7-9	私有	sīyǒu	si1 you3	si1 you3	动
9258	7-9	私自	sīzì	si1 zi4	si1 zi4	副
9259	7-9	死心	sǐxīn	si3 xin1	si3 xin1	动
9260	7-9	寺	sì	si4	si4	名
9261	7-9	似曾相识	sìcéng-xiāngshí	si4 ceng2 xiang1 shi2	si4 ceng2 xiang1 shi2	
9262	7-9	四方	sìfāng	si4 fang1	si4 fang1	名
9263	7-9	伺机	sìjī	si4 ji1	si4 ji1	动
9264	7-9	饲料	sìliào	si4 liao4	si4 liao4	名
9265	7-9	四面八方	sìmiàn-bāfāng	si4 mian4 ba1 fang1	si4 mian4 ba1 fang1	
9266	7-9	寺庙	sìmiào	si4 miao4	si4 miao4	名
9267	7-9	似是而非	sìshì-érfēi	si4 shi4 er2 fei1	si4 shi4 er2 fei1	
9268	7-9	四通八达	sìtōng-bādá	si4 tong1 ba1 da2	si4 tong1 ba1 da2	
9269	7-9	肆无忌惮	sìwú-jìdàn	si4 wu2 ji4 dan4	si4 wu2 ji4 dan4	
9270	7-9	饲养	sìyǎng	si4 yang3	si4 yang3	动
9271	7-9	四肢	sìzhī	si4 zhi1	si4 zhi1	名
9272	7-9	松弛	sōngchí	song1 chi2	song1 chi2	形
9273	7-9	松树	sōngshù	song1 shu4	song1 shu4	名
9274	7-9	松懈	sōngxiè	song1 xie4	song1 xie4	形、动
9275	7-9	耸	sǒng	song3	song3	动
9276	7-9	耸立	sǒnglì	song3 li4	song3 li4	动
9277	7-9	怂恿	sǒngyǒng	song3 yong3	song3 yong3	动
9278	7-9	送别	sòngbié	song4 bie2	song4 bie2	动
9279	7-9	送行	sòngxíng	song4 xing2	song4 xing2	动
9280	7-9	搜查	sōuchá	sou1 cha2	sou1 cha2	动
9281	7-9	搜救	sōujiù	sou1 jiu4	sou1 jiu4	动
9282	7-9	搜寻	sōuxún	sou1 xun2	sou1 xun2	动
9283	7-9	酥	sū	su1	su1	形
9284	7-9	苏醒	sūxǐng	su1 xing3	su1 xing3	动
9285	7-9	俗	sú	su2	su2	形
9286	7-9	俗称	súchēng	su2 cheng1	su2 cheng1	动、名
9287	7-9	俗话	súhuà	su2 hua4	su2 hua4	名
9288	7-9	俗语	súyǔ	su2 yu3	su2 yu3	名
9289	7-9	素	sù	su4	su4	形、名
9290	7-9	素不相识	sùbùxiāngshí	su4 bu4 xiang1 shi2	su4 bu4 xiang1 shi2	
9291	7-9	素材	sùcái	su4 cai2	su4 cai2	名
9292	7-9	诉苦	sùkǔ	su4 ku3	su4 ku3	动
9293	7-9	诉求	sùqiú	su4 qiu2	su4 qiu2	动、名
